sex,hlth_pb,geo,unit,time,isced11,value
Males,Chronic depression,France,Percentage,2014,All ISCED 2011 levels,3.9
Males,Chronic depression,Croatia,Percentage,2014,All ISCED 2011 levels,5.1
Males,Chronic depression,Italy,Percentage,2014,All ISCED 2011 levels,3.8
Males,Chronic depression,Cyprus,Percentage,2014,All ISCED 2011 levels,2.5
Males,Chronic depression,Latvia,Percentage,2014,All ISCED 2011 levels,6.0
Males,Chronic depression,Lithuania,Percentage,2014,All ISCED 2011 levels,2.9
Males,Chronic depression,Luxembourg,Percentage,2014,All ISCED 2011 levels,8.2
Males,Chronic depression,Hungary,Percentage,2014,All ISCED 2011 levels,3.1
Males,Chronic depression,Malta,Percentage,2014,All ISCED 2011 levels,4.2
Males,Chronic depression,Netherlands,Percentage,2014,All ISCED 2011 levels,6.6
Males,Chronic depression,Austria,Percentage,2014,All ISCED 2011 levels,5.7
Males,Chronic depression,Poland,Percentage,2014,All ISCED 2011 levels,2.7
Males,Chronic depression,Portugal,Percentage,2014,All ISCED 2011 levels,5.9
Males,Chronic depression,Romania,Percentage,2014,All ISCED 2011 levels,1.0
Males,Chronic depression,Slovenia,Percentage,2014,All ISCED 2011 levels,6.9
Males,Chronic depression,Slovakia,Percentage,2014,All ISCED 2011 levels,3.0
Males,Chronic depression,Finland,Percentage,2014,All ISCED 2011 levels,9.0
Males,Chronic depression,Sweden,Percentage,2014,All ISCED 2011 levels,7.1
Males,Chronic depression,United Kingdom,Percentage,2014,All ISCED 2011 levels,7.3
Males,Chronic depression,Iceland,Percentage,2014,All ISCED 2011 levels,12.3
Males,Chronic depression,Norway,Percentage,2014,All ISCED 2011 levels,4.9
Males,Chronic depression,Turkey,Percentage,2014,All ISCED 2011 levels,7.4
Females,Arthrosis,European Union - 28 countries,Percentage,2014,All ISCED 2011 levels,17.9
Females,Arthrosis,Belgium,Percentage,2014,All ISCED 2011 levels,21.2
Females,Arthrosis,Bulgaria,Percentage,2014,All ISCED 2011 levels,10.2
Females,Arthrosis,Czechia,Percentage,2014,All ISCED 2011 levels,14.6
Females,Arthrosis,Denmark,Percentage,2014,All ISCED 2011 levels,20.5
Females,Arthrosis,Germany (until 1990 former territory of the FRG),Percentage,2014,All ISCED 2011 levels,20.9
Females,Arthrosis,Estonia,Percentage,2014,All ISCED 2011 levels,4.9
Females,Arthrosis,Ireland,Percentage,2014,All ISCED 2011 levels,3.2
Females,Arthrosis,Greece,Percentage,2014,All ISCED 2011 levels,9.4
Females,Arthrosis,Spain,Percentage,2014,All ISCED 2011 levels,23.1
Females,Arthrosis,France,Percentage,2014,All ISCED 2011 levels,24.6
Females,Arthrosis,Croatia,Percentage,2014,All ISCED 2011 levels,8.2
Females,Arthrosis,Italy,Percentage,2014,All ISCED 2011 levels,23.2
Females,Arthrosis,Cyprus,Percentage,2014,All ISCED 2011 levels,5.4
Females,Arthrosis,Latvia,Percentage,2014,All ISCED 2011 levels,16.2
Females,Arthrosis,Lithuania,Percentage,2014,All ISCED 2011 levels,11.5
Females,Arthrosis,Luxembourg,Percentage,2014,All ISCED 2011 levels,22.1
Females,Arthrosis,Hungary,Percentage,2014,All ISCED 2011 levels,22.6
Females,Arthrosis,Malta,Percentage,2014,All ISCED 2011 levels,15.9
Females,Arthrosis,Netherlands,Percentage,2014,All ISCED 2011 levels,18.5
Females,Arthrosis,Austria,Percentage,2014,All ISCED 2011 levels,15.4
Females,Arthrosis,Poland,Percentage,2014,All ISCED 2011 levels,19.6
Females,Arthrosis,Portugal,Percentage,2014,All ISCED 2011 levels,31.8
Females,Arthrosis,Romania,Percentage,2014,All ISCED 2011 levels,6.2
Females,Arthrosis,Slovenia,Percentage,2014,All ISCED 2011 levels,6.2
Females,Arthrosis,Slovakia,Percentage,2014,All ISCED 2011 levels,15.3
Females,Arthrosis,Finland,Percentage,2014,All ISCED 2011 levels,25.6
Females,Arthrosis,Sweden,Percentage,2014,All ISCED 2011 levels,16.5
Females,Arthrosis,United Kingdom,Percentage,2014,All ISCED 2011 levels,2.7
Females,Arthrosis,Iceland,Percentage,2014,All ISCED 2011 levels,19.1
Females,Arthrosis,Norway,Percentage,2014,All ISCED 2011 levels,13.2
Females,Arthrosis,Turkey,Percentage,2014,All ISCED 2011 levels,10.6
Females,Low back disorder or other chronic back defect,European Union - 28 countries,Percentage,2014,All ISCED 2011 levels,25.6
Females,Low back disorder or other chronic back defect,Belgium,Percentage,2014,All ISCED 2011 levels,22.7
Females,Low back disorder or other chronic back defect,Bulgaria,Percentage,2014,All ISCED 2011 levels,12.1
Females,Low back disorder or other chronic back defect,Czechia,Percentage,2014,All ISCED 2011 levels,19.4
Females,Low back disorder or other chronic back defect,Denmark,Percentage,2014,All ISCED 2011 levels,14.5
Females,Low back disorder or other chronic back defect,Germany (until 1990 former territory of the FRG),Percentage,2014,All ISCED 2011 levels,41.2
Females,Low back disorder or other chronic back defect,Estonia,Percentage,2014,All ISCED 2011 levels,25.3
Females,Low back disorder or other chronic back defect,Ireland,Percentage,2014,All ISCED 2011 levels,18.7
Females,Low back disorder or other chronic back defect,Greece,Percentage,2014,All ISCED 2011 levels,21.4
Females,Low back disorder or other chronic back defect,Spain,Percentage,2014,All ISCED 2011 levels,22.7
Females,Low back disorder or other chronic back defect,France,Percentage,2014,All ISCED 2011 levels,31.3
Females,Low back disorder or other chronic back defect,Croatia,Percentage,2014,All ISCED 2011 levels,32.5
Females,Low back disorder or other chronic back defect,Italy,Percentage,2014,All ISCED 2011 levels,21.2
Females,Low back disorder or other chronic back defect,Cyprus,Percentage,2014,All ISCED 2011 levels,14.9
Females,Low back disorder or other chronic back defect,Latvia,Percentage,2014,All ISCED 2011 levels,40.0
Females,Low back disorder or other chronic back defect,Lithuania,Percentage,2014,All ISCED 2011 levels,27.3
Females,Low back disorder or other chronic back defect,Luxembourg,Percentage,2014,All ISCED 2011 levels,31.3
Females,Low back disorder or other chronic back defect,Hungary,Percentage,2014,All ISCED 2011 levels,31.7
Females,Low back disorder or other chronic back defect,Malta,Percentage,2014,All ISCED 2011 levels,15.3
Females,Low back disorder or other chronic back defect,Netherlands,Percentage,2014,All ISCED 2011 levels,12.2
Females,Low back disorder or other chronic back defect,Austria,Percentage,2014,All ISCED 2011 levels,25.8
Females,Low back disorder or other chronic back defect,Poland,Percentage,2014,All ISCED 2011 levels,28.4
Females,Low back disorder or other chronic back defect,Portugal,Percentage,2014,All ISCED 2011 levels,39.7
Females,Low back disorder or other chronic back defect,Romania,Percentage,2014,All ISCED 2011 levels,12.6
Females,Low back disorder or other chronic back defect,Slovenia,Percentage,2014,All ISCED 2011 levels,41.0
Females,Low back disorder or other chronic back defect,Slovakia,Percentage,2014,All ISCED 2011 levels,19.7
Females,Low back disorder or other chronic back defect,Finland,Percentage,2014,All ISCED 2011 levels,35.0
Females,Low back disorder or other chronic back defect,Sweden,Percentage,2014,All ISCED 2011 levels,16.8
Females,Low back disorder or other chronic back defect,United Kingdom,Percentage,2014,All ISCED 2011 levels,14.3
Females,Low back disorder or other chronic back defect,Iceland,Percentage,2014,All ISCED 2011 levels,29.1
Females,Low back disorder or other chronic back defect,Norway,Percentage,2014,All ISCED 2011 levels,15.1
Females,Low back disorder or other chronic back defect,Turkey,Percentage,2014,All ISCED 2011 levels,39.3
Females,Neck disorder or other chronic neck defect,European Union - 28 countries,Percentage,2014,All ISCED 2011 levels,21.0
Females,Neck disorder or other chronic neck defect,Belgium,Percentage,2014,All ISCED 2011 levels,14.3
Females,Neck disorder or other chronic neck defect,Bulgaria,Percentage,2014,All ISCED 2011 levels,6.9
Females,Neck disorder or other chronic neck defect,Czechia,Percentage,2014,All ISCED 2011 levels,14.0
Females,Neck disorder or other chronic neck defect,Denmark,Percentage,2014,All ISCED 2011 levels,9.1
Females,Neck disorder or other chronic neck defect,Germany (until 1990 former territory of the FRG),Percentage,2014,All ISCED 2011 levels,40.3
Females,Neck disorder or other chronic neck defect,Estonia,Percentage,2014,All ISCED 2011 levels,12.3
Females,Neck disorder or other chronic neck defect,Ireland,Percentage,2014,All ISCED 2011 levels,8.9
Females,Neck disorder or other chronic neck defect,Greece,Percentage,2014,All ISCED 2011 levels,14.0
Females,Neck disorder or other chronic neck defect,Spain,Percentage,2014,All ISCED 2011 levels,22.0
Females,Neck disorder or other chronic neck defect,France,Percentage,2014,All ISCED 2011 levels,19.8
Females,Neck disorder or other chronic neck defect,Croatia,Percentage,2014,All ISCED 2011 levels,27.3
Females,Neck disorder or other chronic neck defect,Italy,Percentage,2014,All ISCED 2011 levels,21.6
Females,Neck disorder or other chronic neck defect,Cyprus,Percentage,2014,All ISCED 2011 levels,10.0
Females,Neck disorder or other chronic neck defect,Latvia,Percentage,2014,All ISCED 2011 levels,29.6
Females,Neck disorder or other chronic neck defect,Lithuania,Percentage,2014,All ISCED 2011 levels,13.6
Females,Neck disorder or other chronic neck defect,Luxembourg,Percentage,2014,All ISCED 2011 levels,18.5
Females,Neck disorder or other chronic neck defect,Hungary,Percentage,2014,All ISCED 2011 levels,17.2
Females,Neck disorder or other chronic neck defect,Malta,Percentage,2014,All ISCED 2011 levels,8.2
Females,Neck disorder or other chronic neck defect,Netherlands,Percentage,2014,All ISCED 2011 levels,13.1
Females,Neck disorder or other chronic neck defect,Austria,Percentage,2014,All ISCED 2011 levels,22.7
Females,Neck disorder or other chronic neck defect,Poland,Percentage,2014,All ISCED 2011 levels,21.0
Females,Neck disorder or other chronic neck defect,Portugal,Percentage,2014,All ISCED 2011 levels,31.6
Females,Neck disorder or other chronic neck defect,Romania,Percentage,2014,All ISCED 2011 levels,8.3
Females,Neck disorder or other chronic neck defect,Slovenia,Percentage,2014,All ISCED 2011 levels,27.8
Females,Neck disorder or other chronic neck defect,Slovakia,Percentage,2014,All ISCED 2011 levels,17.5
Females,Neck disorder or other chronic neck defect,Finland,Percentage,2014,All ISCED 2011 levels,41.4
Females,Neck disorder or other chronic neck defect,Sweden,Percentage,2014,All ISCED 2011 levels,17.6
Females,Neck disorder or other chronic neck defect,United Kingdom,Percentage,2014,All ISCED 2011 levels,6.6
Females,Neck disorder or other chronic neck defect,Iceland,Percentage,2014,All ISCED 2011 levels,19.9
Females,Neck disorder or other chronic neck defect,Norway,Percentage,2014,All ISCED 2011 levels,12.1
Females,Neck disorder or other chronic neck defect,Turkey,Percentage,2014,All ISCED 2011 levels,28.5
Females,Asthma,European Union - 28 countries,Percentage,2014,All ISCED 2011 levels,6.6
Females,Asthma,Belgium,Percentage,2014,All ISCED 2011 levels,4.2
Females,Asthma,Bulgaria,Percentage,2014,All ISCED 2011 levels,3.3
Females,Asthma,Czechia,Percentage,2014,All ISCED 2011 levels,5.5
Females,Asthma,Denmark,Percentage,2014,All ISCED 2011 levels,6.5
Females,Asthma,Germany (until 1990 former territory of the FRG),Percentage,2014,All ISCED 2011 levels,6.9
Females,Asthma,Estonia,Percentage,2014,All ISCED 2011 levels,3.4
Females,Asthma,Ireland,Percentage,2014,All ISCED 2011 levels,9.9
Females,Asthma,Greece,Percentage,2014,All ISCED 2011 levels,5.2
Females,Asthma,Spain,Percentage,2014,All ISCED 2011 levels,4.9
Females,Asthma,France,Percentage,2014,All ISCED 2011 levels,9.5
Females,Asthma,Croatia,Percentage,2014,All ISCED 2011 levels,3.2
Females,Asthma,Italy,Percentage,2014,All ISCED 2011 levels,4.9
Females,Asthma,Cyprus,Percentage,2014,All ISCED 2011 levels,4.7
Females,Asthma,Latvia,Percentage,2014,All ISCED 2011 levels,4.3
Females,Asthma,Lithuania,Percentage,2014,All ISCED 2011 levels,3.1
Females,Asthma,Luxembourg,Percentage,2014,All ISCED 2011 levels,7.3
Females,Asthma,Hungary,Percentage,2014,All ISCED 2011 levels,5.6
Females,Asthma,Malta,Percentage,2014,All ISCED 2011 levels,6.7
Females,Asthma,Netherlands,Percentage,2014,All ISCED 2011 levels,6.5
Females,Asthma,Austria,Percentage,2014,All ISCED 2011 levels,4.7
Females,Asthma,Poland,Percentage,2014,All ISCED 2011 levels,4.6
Females,Asthma,Portugal,Percentage,2014,All ISCED 2011 levels,5.9
Females,Asthma,Romania,Percentage,2014,All ISCED 2011 levels,2.1
Females,Asthma,Slovenia,Percentage,2014,All ISCED 2011 levels,5.4
Females,Asthma,Slovakia,Percentage,2014,All ISCED 2011 levels,4.9
Females,Asthma,Finland,Percentage,2014,All ISCED 2011 levels,11.0
Females,Asthma,Sweden,Percentage,2014,All ISCED 2011 levels,9.1
Females,Asthma,United Kingdom,Percentage,2014,All ISCED 2011 levels,10.7
Females,Asthma,Iceland,Percentage,2014,All ISCED 2011 levels,10.8
Females,Asthma,Norway,Percentage,2014,All ISCED 2011 levels,8.1
Females,Asthma,Turkey,Percentage,2014,All ISCED 2011 levels,10.5
Females,Chronic lower respiratory diseases (excluding asthma),European Union - 28 countries,Percentage,2014,All ISCED 2011 levels,4.3
Females,Chronic lower respiratory diseases (excluding asthma),Belgium,Percentage,2014,All ISCED 2011 levels,4.4
Females,Chronic lower respiratory diseases (excluding asthma),Bulgaria,Percentage,2014,All ISCED 2011 levels,5.1
Females,Chronic lower respiratory diseases (excluding asthma),Czechia,Percentage,2014,All ISCED 2011 levels,2.0
Females,Chronic lower respiratory diseases (excluding asthma),Denmark,Percentage,2014,All ISCED 2011 levels,3.0
Females,Chronic lower respiratory diseases (excluding asthma),Germany (until 1990 former territory of the FRG),Percentage,2014,All ISCED 2011 levels,5.3
Females,Chronic lower respiratory diseases (excluding asthma),Estonia,Percentage,2014,All ISCED 2011 levels,2.5
Females,Chronic lower respiratory diseases (excluding asthma),Ireland,Percentage,2014,All ISCED 2011 levels,2.8
Females,Chronic lower respiratory diseases (excluding asthma),Greece,Percentage,2014,All ISCED 2011 levels,2.9
Females,Chronic lower respiratory diseases (excluding asthma),Spain,Percentage,2014,All ISCED 2011 levels,3.1
Females,Chronic lower respiratory diseases (excluding asthma),France,Percentage,2014,All ISCED 2011 levels,6.2
Females,Chronic lower respiratory diseases (excluding asthma),Croatia,Percentage,2014,All ISCED 2011 levels,4.2
Females,Chronic lower respiratory diseases (excluding asthma),Italy,Percentage,2014,All ISCED 2011 levels,5.2
Females,Chronic lower respiratory diseases (excluding asthma),Cyprus,Percentage,2014,All ISCED 2011 levels,2.4
Females,Chronic lower respiratory diseases (excluding asthma),Latvia,Percentage,2014,All ISCED 2011 levels,5.0
Females,Chronic lower respiratory diseases (excluding asthma),Lithuania,Percentage,2014,All ISCED 2011 levels,7.3
Females,Chronic lower respiratory diseases (excluding asthma),Luxembourg,Percentage,2014,All ISCED 2011 levels,5.4
Females,Chronic lower respiratory diseases (excluding asthma),Hungary,Percentage,2014,All ISCED 2011 levels,5.1
Females,Chronic lower respiratory diseases (excluding asthma),Malta,Percentage,2014,All ISCED 2011 levels,1.5
Females,Chronic lower respiratory diseases (excluding asthma),Netherlands,Percentage,2014,All ISCED 2011 levels,6.1
Females,Chronic lower respiratory diseases (excluding asthma),Austria,Percentage,2014,All ISCED 2011 levels,4.4
Females,Chronic lower respiratory diseases (excluding asthma),Poland,Percentage,2014,All ISCED 2011 levels,3.5
Females,Chronic lower respiratory diseases (excluding asthma),Portugal,Percentage,2014,All ISCED 2011 levels,6.7
Females,Chronic lower respiratory diseases (excluding asthma),Romania,Percentage,2014,All ISCED 2011 levels,1.7
Females,Chronic lower respiratory diseases (excluding asthma),Slovenia,Percentage,2014,All ISCED 2011 levels,4.3
Females,Chronic lower respiratory diseases (excluding asthma),Slovakia,Percentage,2014,All ISCED 2011 levels,3.1
Females,Chronic lower respiratory diseases (excluding asthma),Finland,Percentage,2014,All ISCED 2011 levels,2.8
Females,Chronic lower respiratory diseases (excluding asthma),Sweden,Percentage,2014,All ISCED 2011 levels,1.7
Females,Chronic lower respiratory diseases (excluding asthma),United Kingdom,Percentage,2014,All ISCED 2011 levels,2.4
Females,Chronic lower respiratory diseases (excluding asthma),Iceland,Percentage,2014,All ISCED 2011 levels,4.5
Females,Chronic lower respiratory diseases (excluding asthma),Norway,Percentage,2014,All ISCED 2011 levels,2.5
Females,Chronic lower respiratory diseases (excluding asthma),Turkey,Percentage,2014,All ISCED 2011 levels,9.1
Females,Heart attack or chronic consequences of heart attack,European Union - 28 countries,Percentage,2014,All ISCED 2011 levels,1.1
Females,Heart attack or chronic consequences of heart attack,Belgium,Percentage,2014,All ISCED 2011 levels,0.8
Females,Heart attack or chronic consequences of heart attack,Bulgaria,Percentage,2014,All ISCED 2011 levels,1.7
Females,Heart attack or chronic consequences of heart attack,Czechia,Percentage,2014,All ISCED 2011 levels,1.2
Females,Heart attack or chronic consequences of heart attack,Denmark,Percentage,2014,All ISCED 2011 levels,0.6
Females,Heart attack or chronic consequences of heart attack,Germany (until 1990 former territory of the FRG),Percentage,2014,All ISCED 2011 levels,0.9
Females,Heart attack or chronic consequences of heart attack,Estonia,Percentage,2014,All ISCED 2011 levels,1.3
Females,Heart attack or chronic consequences of heart attack,Ireland,Percentage,2014,All ISCED 2011 levels,0.7
Females,Heart attack or chronic consequences of heart attack,Greece,Percentage,2014,All ISCED 2011 levels,1.2
Females,Heart attack or chronic consequences of heart attack,Spain,Percentage,2014,All ISCED 2011 levels,0.5
Females,Heart attack or chronic consequences of heart attack,France,Percentage,2014,All ISCED 2011 levels,0.8
Females,Heart attack or chronic consequences of heart attack,Croatia,Percentage,2014,All ISCED 2011 levels,1.7
Females,Heart attack or chronic consequences of heart attack,Italy,Percentage,2014,All ISCED 2011 levels,1.3
Females,Heart attack or chronic consequences of heart attack,Cyprus,Percentage,2014,All ISCED 2011 levels,1.7
Females,Heart attack or chronic consequences of heart attack,Latvia,Percentage,2014,All ISCED 2011 levels,1.3
Females,Heart attack or chronic consequences of heart attack,Lithuania,Percentage,2014,All ISCED 2011 levels,1.8
Females,Heart attack or chronic consequences of heart attack,Luxembourg,Percentage,2014,All ISCED 2011 levels,0.4
Females,Heart attack or chronic consequences of heart attack,Hungary,Percentage,2014,All ISCED 2011 levels,2.1
Females,Heart attack or chronic consequences of heart attack,Malta,Percentage,2014,All ISCED 2011 levels,0.7
Females,Heart attack or chronic consequences of heart attack,Netherlands,Percentage,2014,All ISCED 2011 levels,0.4
Females,Heart attack or chronic consequences of heart attack,Austria,Percentage,2014,All ISCED 2011 levels,0.6
Females,Heart attack or chronic consequences of heart attack,Poland,Percentage,2014,All ISCED 2011 levels,2.4
Females,Heart attack or chronic consequences of heart attack,Portugal,Percentage,2014,All ISCED 2011 levels,1.6
Females,Heart attack or chronic consequences of heart attack,Romania,Percentage,2014,All ISCED 2011 levels,1.1
Females,Heart attack or chronic consequences of heart attack,Slovenia,Percentage,2014,All ISCED 2011 levels,1.1
Females,Heart attack or chronic consequences of heart attack,Slovakia,Percentage,2014,All ISCED 2011 levels,2.1
Females,Heart attack or chronic consequences of heart attack,Finland,Percentage,2014,All ISCED 2011 levels,1.1
Females,Heart attack or chronic consequences of heart attack,Sweden,Percentage,2014,All ISCED 2011 levels,0.6
Females,Heart attack or chronic consequences of heart attack,United Kingdom,Percentage,2014,All ISCED 2011 levels,0.9
Females,Heart attack or chronic consequences of heart attack,Iceland,Percentage,2014,All ISCED 2011 levels,1.2
Females,Heart attack or chronic consequences of heart attack,Norway,Percentage,2014,All ISCED 2011 levels,1.0
Females,Heart attack or chronic consequences of heart attack,Turkey,Percentage,2014,All ISCED 2011 levels,1.9
Females,Coronary heart disease or angina pectoris,European Union - 28 countries,Percentage,2014,All ISCED 2011 levels,3.3
Females,Coronary heart disease or angina pectoris,Belgium,Percentage,2014,All ISCED 2011 levels,1.2
Females,Coronary heart disease or angina pectoris,Bulgaria,Percentage,2014,All ISCED 2011 levels,10.2
Females,Coronary heart disease or angina pectoris,Czechia,Percentage,2014,All ISCED 2011 levels,4.2
Females,Coronary heart disease or angina pectoris,Denmark,Percentage,2014,All ISCED 2011 levels,1.7
Females,Coronary heart disease or angina pectoris,Germany (until 1990 former territory of the FRG),Percentage,2014,All ISCED 2011 levels,3.1
Females,Coronary heart disease or angina pectoris,Estonia,Percentage,2014,All ISCED 2011 levels,6.8
Females,Coronary heart disease or angina pectoris,Ireland,Percentage,2014,All ISCED 2011 levels,2.2
Females,Coronary heart disease or angina pectoris,Greece,Percentage,2014,All ISCED 2011 levels,2.9
Females,Coronary heart disease or angina pectoris,Spain,Percentage,2014,All ISCED 2011 levels,0.8
Females,Coronary heart disease or angina pectoris,France,Percentage,2014,All ISCED 2011 levels,1.3
Females,Coronary heart disease or angina pectoris,Croatia,Percentage,2014,All ISCED 2011 levels,5.6
Females,Coronary heart disease or angina pectoris,Italy,Percentage,2014,All ISCED 2011 levels,2.4
Females,Coronary heart disease or angina pectoris,Cyprus,Percentage,2014,All ISCED 2011 levels,0.9
Females,Coronary heart disease or angina pectoris,Latvia,Percentage,2014,All ISCED 2011 levels,7.9
Females,Coronary heart disease or angina pectoris,Lithuania,Percentage,2014,All ISCED 2011 levels,8.7
Females,Coronary heart disease or angina pectoris,Luxembourg,Percentage,2014,All ISCED 2011 levels,2.3
Females,Coronary heart disease or angina pectoris,Hungary,Percentage,2014,All ISCED 2011 levels,5.2
Females,Coronary heart disease or angina pectoris,Malta,Percentage,2014,All ISCED 2011 levels,2.5
Females,Coronary heart disease or angina pectoris,Netherlands,Percentage,2014,All ISCED 2011 levels,1.7
Females,Coronary heart disease or angina pectoris,Austria,Percentage,2014,All ISCED 2011 levels,2.2
Females,Coronary heart disease or angina pectoris,Poland,Percentage,2014,All ISCED 2011 levels,9.9
Females,Coronary heart disease or angina pectoris,Portugal,Percentage,2014,All ISCED 2011 levels,5.3
Females,Coronary heart disease or angina pectoris,Romania,Percentage,2014,All ISCED 2011 levels,4.1
Females,Coronary heart disease or angina pectoris,Slovenia,Percentage,2014,All ISCED 2011 levels,3.4
Females,Coronary heart disease or angina pectoris,Slovakia,Percentage,2014,All ISCED 2011 levels,6.6
Females,Coronary heart disease or angina pectoris,Finland,Percentage,2014,All ISCED 2011 levels,4.7
Females,Coronary heart disease or angina pectoris,Sweden,Percentage,2014,All ISCED 2011 levels,1.5
Females,Coronary heart disease or angina pectoris,United Kingdom,Percentage,2014,All ISCED 2011 levels,2.5
Females,Coronary heart disease or angina pectoris,Iceland,Percentage,2014,All ISCED 2011 levels,2.9
Females,Coronary heart disease or angina pectoris,Norway,Percentage,2014,All ISCED 2011 levels,1.8
Females,Coronary heart disease or angina pectoris,Turkey,Percentage,2014,All ISCED 2011 levels,9.5
Females,High blood pressure,European Union - 28 countries,Percentage,2014,All ISCED 2011 levels,21.7
Females,High blood pressure,Belgium,Percentage,2014,All ISCED 2011 levels,17.3
Females,High blood pressure,Bulgaria,Percentage,2014,All ISCED 2011 levels,33.0
Females,High blood pressure,Czechia,Percentage,2014,All ISCED 2011 levels,23.9
Females,High blood pressure,Denmark,Percentage,2014,All ISCED 2011 levels,17.5
Females,High blood pressure,Germany (until 1990 former territory of the FRG),Percentage,2014,All ISCED 2011 levels,27.8
Females,High blood pressure,Estonia,Percentage,2014,All ISCED 2011 levels,25.6
Females,High blood pressure,Ireland,Percentage,2014,All ISCED 2011 levels,15.3
Females,High blood pressure,Greece,Percentage,2014,All ISCED 2011 levels,22.5
Females,High blood pressure,Spain,Percentage,2014,All ISCED 2011 levels,19.1
Females,High blood pressure,France,Percentage,2014,All ISCED 2011 levels,14.9
Females,High blood pressure,Croatia,Percentage,2014,All ISCED 2011 levels,26.7
Females,High blood pressure,Italy,Percentage,2014,All ISCED 2011 levels,21.4
Females,High blood pressure,Cyprus,Percentage,2014,All ISCED 2011 levels,16.9
Females,High blood pressure,Latvia,Percentage,2014,All ISCED 2011 levels,34.8
Females,High blood pressure,Lithuania,Percentage,2014,All ISCED 2011 levels,33.2
Females,High blood pressure,Luxembourg,Percentage,2014,All ISCED 2011 levels,15.2
Females,High blood pressure,Hungary,Percentage,2014,All ISCED 2011 levels,34.2
Females,High blood pressure,Malta,Percentage,2014,All ISCED 2011 levels,21.6
Females,High blood pressure,Netherlands,Percentage,2014,All ISCED 2011 levels,17.6
Females,High blood pressure,Austria,Percentage,2014,All ISCED 2011 levels,21.7
Females,High blood pressure,Poland,Percentage,2014,All ISCED 2011 levels,25.2
Females,High blood pressure,Portugal,Percentage,2014,All ISCED 2011 levels,28.6
Females,High blood pressure,Romania,Percentage,2014,All ISCED 2011 levels,21.1
Females,High blood pressure,Slovenia,Percentage,2014,All ISCED 2011 levels,25.0
Females,High blood pressure,Slovakia,Percentage,2014,All ISCED 2011 levels,29.0
Females,High blood pressure,Finland,Percentage,2014,All ISCED 2011 levels,23.9
Females,High blood pressure,Sweden,Percentage,2014,All ISCED 2011 levels,17.3
Females,High blood pressure,United Kingdom,Percentage,2014,All ISCED 2011 levels,15.9
Females,High blood pressure,Iceland,Percentage,2014,All ISCED 2011 levels,20.3
Females,High blood pressure,Norway,Percentage,2014,All ISCED 2011 levels,12.5
Females,High blood pressure,Turkey,Percentage,2014,All ISCED 2011 levels,20.9
Females,Stroke or chronic consequences of stroke,European Union - 28 countries,Percentage,2014,All ISCED 2011 levels,1.3
Females,Stroke or chronic consequences of stroke,Belgium,Percentage,2014,All ISCED 2011 levels,0.9
Females,Stroke or chronic consequences of stroke,Bulgaria,Percentage,2014,All ISCED 2011 levels,2.6
Females,Stroke or chronic consequences of stroke,Czechia,Percentage,2014,All ISCED 2011 levels,1.4
Females,Stroke or chronic consequences of stroke,Denmark,Percentage,2014,All ISCED 2011 levels,1.0
Females,Stroke or chronic consequences of stroke,Germany (until 1990 former territory of the FRG),Percentage,2014,All ISCED 2011 levels,1.5
Females,Stroke or chronic consequences of stroke,Estonia,Percentage,2014,All ISCED 2011 levels,0.8
Females,Stroke or chronic consequences of stroke,Ireland,Percentage,2014,All ISCED 2011 levels,0.6
Females,Stroke or chronic consequences of stroke,Greece,Percentage,2014,All ISCED 2011 levels,2.1
Females,Stroke or chronic consequences of stroke,Spain,Percentage,2014,All ISCED 2011 levels,0.7
Females,Stroke or chronic consequences of stroke,France,Percentage,2014,All ISCED 2011 levels,1.1
Females,Stroke or chronic consequences of stroke,Croatia,Percentage,2014,All ISCED 2011 levels,2.6
Females,Stroke or chronic consequences of stroke,Italy,Percentage,2014,All ISCED 2011 levels,1.4
Females,Stroke or chronic consequences of stroke,Cyprus,Percentage,2014,All ISCED 2011 levels,1.2
Females,Stroke or chronic consequences of stroke,Latvia,Percentage,2014,All ISCED 2011 levels,1.2
Females,Stroke or chronic consequences of stroke,Lithuania,Percentage,2014,All ISCED 2011 levels,2.7
Females,Stroke or chronic consequences of stroke,Luxembourg,Percentage,2014,All ISCED 2011 levels,0.8
Females,Stroke or chronic consequences of stroke,Hungary,Percentage,2014,All ISCED 2011 levels,2.1
Females,Stroke or chronic consequences of stroke,Malta,Percentage,2014,All ISCED 2011 levels,0.4
Females,Stroke or chronic consequences of stroke,Netherlands,Percentage,2014,All ISCED 2011 levels,0.4
Females,Stroke or chronic consequences of stroke,Austria,Percentage,2014,All ISCED 2011 levels,0.8
Females,Stroke or chronic consequences of stroke,Poland,Percentage,2014,All ISCED 2011 levels,1.9
Females,Stroke or chronic consequences of stroke,Portugal,Percentage,2014,All ISCED 2011 levels,1.9
Females,Stroke or chronic consequences of stroke,Romania,Percentage,2014,All ISCED 2011 levels,1.4
Females,Stroke or chronic consequences of stroke,Slovenia,Percentage,2014,All ISCED 2011 levels,1.1
Females,Stroke or chronic consequences of stroke,Slovakia,Percentage,2014,All ISCED 2011 levels,1.8
Females,Stroke or chronic consequences of stroke,Finland,Percentage,2014,All ISCED 2011 levels,1.0
Females,Stroke or chronic consequences of stroke,Sweden,Percentage,2014,All ISCED 2011 levels,1.2
Females,Stroke or chronic consequences of stroke,United Kingdom,Percentage,2014,All ISCED 2011 levels,1.0
