cause_of_death,carto_db_cause_of_death,year,dead_and_missing,description
drowned,drowning or exhaustion related death,2003,10,"drowned when small boat sank near Canary Island of Fuerteventura (E) (Jan 14, 2003)"
drowned,drowning or exhaustion related death,2003,12,"drowned when duck boat sank off the coast of Fuerteventura (E) (Jan 14, 2003)"
lack of medical care,drowning or exhaustion related death,2003,1,"suffocated in his vomit, seriously ill in border prison Amsterdam South-East (NL) (Jan 13, 2003)"
asphyxiated,drowning or exhaustion related death,2003,2,"stowaways, died after creeping into the hold of a Cypriot ship bound for Cadiz (E) (Jan 12, 2003). From Del Grande's data set (translated): A Cypriot freighter docked in Cadiz. In the hold of the bodies of two boys died of suffocation in the hidden compartment of the hold where they traveled (Jan 14, 2003)"
hypothermia,drowning or exhaustion related death,2003,1,"Found the body of a boy froze to death trying to cross the border on foot between Albania and Greece on Mount Vitsio, Kastoria (Jan 13, 2003)"
starved,drowning or exhaustion related death,2003,1,"dehydration, died of thirst while travelling to Europe through Sahara desert (Jan 11, 2003)"
drowned,drowning or exhaustion related death,2003,1,"body found near beach Fuente Caballos, Cadiz (E) (Jan 11, 2003)"
unknown,unknown - supposedly exhaustion related death,2003,1,"stowaway, reason of death unknown, body found in italian ship in Amsterdam s harbour  (Jan 11, 2003)"
drowned,drowning or exhaustion related death,2003,13,"reportedly drowned, after shipwreck near Larache (Ma) (Jan 10, 2003)"
drowned,drowning or exhaustion related death,2003,17,"drowned after shipwreck near Larache (Morocco) (Jan 10, 2003)"
suicide - hanged,suicide,2003,1,"suicide, hanged himself in Polmont Prison (GB) in fear of deportation (Jan 10, 2003)"
asphyxiated,drowning or exhaustion related death,2003,5,"dead bodies found in a refrigerator truck which took fire on way to Algesiras (E) (Jan 9, 2003)"
fall,"violent accidental death (transport, blown in minefield...)",2003,1,"He died a boy falling under the bus which was traveling tucked away in Ceuta to Algeciras to board the ferry (Jan 10, 2003)"
unknown,unknown - supposedly exhaustion related death,2003,3,"died on a ship and thrown overboard on way from Tunisia to Sicily (I) (Jan 9, 2003)"
unknown,unknown - supposedly exhaustion related death,2003,1,"died on a boat on the way from Tunisia to Sicily (I) (Jan 9, 2003)"
asphyxiated,drowning or exhaustion related death,2003,2,"stowaways, suffocated in cargo ship on way from Ivory Coast to La Coruna (E) (Jan 9, 2003)"
drowned,drowning or exhaustion related death,2003,3,"drowned, jumped  off  vessel  off the coast of  Havre (F) (Jan 9, 2003)"
drowned,drowning or exhaustion related death,2003,2,"drowned after their overloaded boat sunk off the Tunisian coast, on way to Italy (Jan 8, 2003)"
suicide - hanged,suicide,2003,1,"suicide, found hanged in a building site in Govan, Glasgow (GB) (Jan 8, 2003)"
drowned,drowning or exhaustion related death,2003,10,"reportedly drowned after boat sank off the shore of Fuerteventura (E) (Jan 7, 2003)"
murdered,malicious intent related death / manslaughter,2003,13,"drowned, forced to jump into sea and threatened with a knife by 2 skippers. (Jan 7, 2003)"
drowned,drowning or exhaustion related death,2003,9,"drowned after shipwreck near Barbate (E) (Jan 7, 2003)"
drowned,drowning or exhaustion related death,2003,15,"drowned while being transferred to a Guardia Civil launch near Fuerteventura (Jan 6, 2003)"
unknown,unknown - supposedly exhaustion related death,2003,6,"Recovered from the sea the remains of six people on the island of Symi (Jan 7, 2003)"
blown in minefield,"violent accidental death (transport, blown in minefield...)",2003,2,"Minefield in Evros, greek-turkish border. An explosion ago 2 dead and one wounded. They tried to enter illegally in Greece (Jan 7, 2003)"
unknown,unknown - supposedly exhaustion related death,2003,2,"bodies found by life boat crew in the water in the Channel, dead trying to enter Britain (Jan 6, 2003)"
suicide - put on fire,suicide,2003,1,"suicide, set himself on fire in Aliens Office of Gütersloh (D) in fear of deportation (Jan 6, 2003)"
drowned,drowning or exhaustion related death,2003,2,"drowned, dead body found in Ceuta (E/MA), they tried to reach coast by swimming (Jan 5, 2003)"
asphyxiated,drowning or exhaustion related death,2003,1,"found dead in the back of a Greek truck at the border between Italy and Slovenia (Jan 5, 2003)"
unknown,unknown - supposedly exhaustion related death,2003,1,"dead body found in a forrest not far from the border between Ukraine and Slovakia (Jan 5, 2003). From Del Grande's data set (translated): 3 dead frostbitten men from India along the mountains between Ukraine and Slovakia, in Vysna Rybnica, trying to cross the border illegally (Jan 8, 2003)"
asphyxiated,drowning or exhaustion related death,2003,1,"suffocated, trapped on the border-fence in Melilla (E/MA) (Jan 4, 2003)"
drowned,drowning or exhaustion related death,2003,1,"drowned, found floating near Lampedusa (I) (Jan 4, 2003)"
drowned,drowning or exhaustion related death,2003,10,"dead bodies found in the coasts of Lanzarote (E) (Jan 3, 2003)"
drowned,drowning or exhaustion related death,2003,76,"drowned, dead bodies found on the beach in Tarifa (E) (Jan 3, 2003)"
drowned,drowning or exhaustion related death,2003,12,"dead bodies found in the touristic area of Costa Teguise (E) (Jan 2, 2003)"
blown in minefield,"violent accidental death (transport, blown in minefield...)",2003,1,"blown in  minefield at the border between Turkey and Greece (Jan 2, 2003)"
drowned,drowning or exhaustion related death,2003,3,"drowned, trying to reach Melilla (E/MA) swimming from Beniezar (MA), cold sea fatal (Jan 1, 2003)"
unknown,unknown - supposedly exhaustion related death,2003,7,"Sinking a boat after a crash against the rocks of Guadalmes, Tarifa. 7 bodies recovered from the sea (Jan 2, 2003)"
asphyxiated,drowning or exhaustion related death,2003,2,"suffocated, stowaway in a bus on a ferry going from Nador (MA) to Almeria (E) (Jan 1, 2003)"
unknown,unknown - supposedly exhaustion related death,2003,1,"stowaway, died attempting to disembark from a boat in Motril-Granada (E) (Jan 1, 2003)"
unknown,unknown - supposedly exhaustion related death,2002,2,"2 bodies recovered at two different points on the coast of Almeria (Sep 27, 2002)"
drowned,drowning or exhaustion related death,2002,10,"reportedly drowned, when fishing boat heading for Lesbos (GR) sank near Narli (TR) (Sep 25, 2002). From Del Grande's data set (translated): Direct boat in Greece, the island of Lesbos, is shipwrecked off the coast of Ayvacik. 3 dead and 10 missing (Sep 28, 2002)"
drowned,drowning or exhaustion related death,2002,3,"drowned, when fishing boat heading for Lesbos (GR) sank near Narli (TR) (Sep 25, 2002)"
police violence,authorities related death,2002,1,"died when security forces tried to stop 70 people from crossing the Iranian-Turkish border (Sep 21, 2002). From Del Grande's data set (translated): A dead along the Iran-Turkey border during clashes between police and migrants 70 (Sep 22, 2002)"
drowned,drowning or exhaustion related death,2002,15,"drowned, forced by smugglers to swim ashore near Scoglitti (south Sicily, I) (Sep 21, 2002). From Del Grande's data set (translated): One smuggler abandoned at sea, 300 meters from the coast of Ragusa, Sicily, about sixty passengers, drowning 14 people (Sep 22, 2002)"
frozen,"violent accidental death (transport, blown in minefield...)",2002,1,"stowaway, froze to death in wheel bay of airplane from Cameroon to Paris (F) (Sep 15, 2002). From Del Grande's data set (translated): Found in Paris on the body of a man frozen to death hidden in the undercarriage of a plane departed from Cameroon to Paris (Sep 16, 2002)"
drowned,drowning or exhaustion related death,2002,1,"drowned, after boat with more than 100 refugees capsized south of Sicily (Sep 14, 2002)"
drowned,drowning or exhaustion related death,2002,36,"drowned, boat with more than 100 refugees aboard capsized south of Sicily (Sep 14, 2002). From Del Grande's data set (translated): Agrigento: sinking boat about a half mile from Capo Rossello. Recovered 37 bodies. 92 Survivors (Sep 15, 2002)"
suicide - hanged,suicide,2002,1,"suicide, hung himself in a refugee centre in Germany in fear of deportation (Sep 13, 2002)"
asphyxiated,drowning or exhaustion related death,2002,1,"Port of Algeciras. During an inspection of the containers on board a ship from Tangier match is found the corpse of a young man died asphyxiated traveling hidden in a shipping container (Sep 13, 2002)"
unknown,unknown - supposedly exhaustion related death,2002,2,"Kurds, died on refugee boat between Italy and Greece (Sep 7, 2002)"
suicide - hanged,suicide,2002,1,"suicide, hung himself in detention centre in Malaga (E) in fear of expulsion (Sep 6, 2002)"
drowned,drowning or exhaustion related death,2002,2,"Found along the coast of Tarifa the bodies of two young men drowned (Sep 5, 2002)"
suicide - under train,suicide,2002,1,"Kurd, suicide, jumped in front of train in Stadtallendorf (D) in fear of deportation (Sep 1, 2002)"
hypothermia,drowning or exhaustion related death,2002,1,"frozen to death trying to cross Turkish-Greek border illegally near Edirne (TR) (Aug 31, 2002)"
asphyxiated,drowning or exhaustion related death,2002,5,"Kurds, stowaways found suffocated in truck near Napels (I) coming from GR (Aug 30, 2002). From Del Grande's data set (translated): Caserta having suffocated in trucks were hidden, 9 dead (Sep 1, 2002)"
blown in minefield,"violent accidental death (transport, blown in minefield...)",2002,1,"Kurd, died near village Vyssa (TR/GR border) after straying into marked minefield (Aug 27, 2002). From Del Grande's data set (translated): Minefield on the border with Turkey. An explosion kills a man trying to enter Greece. Since 1990, 64 deaths on mines (Aug 29, 2002)"
drowned,drowning or exhaustion related death,2002,9,"drowned near Fuerteventura (E) traffickers forced them to swim ashore   (Aug 21, 2002)"
asphyxiated,drowning or exhaustion related death,2002,4,"stowaways, already decomposing bodies were found inside lorry in Billabona (E) (Aug 18, 2002). From Del Grande's data set (translated): Villabona, 4 young people found dead in a truck departed from Casablanca to Paris (Aug 20, 2002)"
unknown,unknown - supposedly exhaustion related death,2002,26,"At least 26 people are reported missing after the sinking of a vessel from the Hoceima game for Spain (Aug 18, 2002)"
unknown,unknown - supposedly exhaustion related death,2002,1,"4 year old girl dies on a kwassa kwassa party from Anjouan and Mayotte intercepted north of (Aug 10, 2002)"
drowned,drowning or exhaustion related death,2002,14,"reportedly drowned, boat capsized near Barbate (E) avoiding detection by SIVE (Aug 9, 2002)"
drowned,drowning or exhaustion related death,2002,2,"drowned, boat capsized near Barbate (E) avoiding detection by SIVE cameras  (Aug 9, 2002)"
drowned,drowning or exhaustion related death,2002,1,"drowned, dead body found at the shore of Menderes district (TR) (Aug 5, 2002)"
drowned,drowning or exhaustion related death,2002,4,"reportedly drowned when smugglers forced them to swim ashore near Puglia (I) (Aug 5, 2002)"
drowned,drowning or exhaustion related death,2002,1,"drowned when smugglers forced them to swim ashore near Puglia (I) (Aug 5, 2002)"
unknown,unknown - supposedly exhaustion related death,2002,34,"34 lost at sea on a kwassa kwassa party from Bimbao, Anjouan to Mayotte (Aug 4, 2002)"
drowned,drowning or exhaustion related death,2002,13,"Landing in Tarifa. At 150 meters from the shore the two rails of the boat force passengers to dive and continue swimming. At least 13 people die drowned (Aug 2, 2002)"
heart failure,drowning or exhaustion related death,2002,1,"died of two consecutive heart attacks in police station on Fuerteventura (E) (Jul 29, 2002)"
frozen,"violent accidental death (transport, blown in minefield...)",2002,1,"stowaway, died of hypothermia in wheel bay of airplane from Rio to Paris (F) (Jul 29, 2002). From Del Grande's data set (translated): Found in Paris on the body of a man frozen to death hidden in the undercarriage of a plane left Brazil to Paris (Jul 30, 2002)"
unknown,unknown - supposedly exhaustion related death,2002,15,"missing, after an Italian customs patrol boat and the dinghy collided near Vlora (Al) (Jul 20, 2002)"
drowned,drowning or exhaustion related death,2002,7,"drowned, after an Italian customs patrol boat and the dinghy collided near Vlora (Al) (Jul 20, 2002). From Del Grande's data set (translated): Off the coast of Vlora in a collision between a boat and a patrol boat of the Guardia di Finanza 2 people die (Jul 22, 2002)"
unknown,unknown - supposedly exhaustion related death,2002,5,"Shipwreck off the coast of Fuerteventura, in the Canary Islands, 5 missing (Jul 11, 2002)"
drowned,drowning or exhaustion related death,2002,1,"Found the body of a drowned man on the beaches of Tuineje, Fuerteventura, in the Canary Islands (Jul 11, 2002)"
unknown,unknown - supposedly exhaustion related death,2002,7,"7 found dead in the sea, off the coast of Corfu and close to Athens (Jul 6, 2002)"
unknown,unknown - supposedly exhaustion related death,2002,1,"Found a corpse in the cargo bed of a truck greek to Venice, where he traveled secretly (Jul 5, 2002)"
suicide - hanged,suicide,2002,1,"suicide, found hanged in Bristol (GB), after his asylum claim was refused (Jul 4, 2002)"
heart failure,drowning or exhaustion related death,2002,1,"Died of a heart attack a man just landed detained at the police station of Fuerteventura, in the Canary Islands (Jul 4, 2002)"
unknown,unknown - supposedly exhaustion related death,2002,47,"missing, after vessel capsized in rough sea between Lampedusa (I) and Malta (Jul 2, 2002)"
drowned,drowning or exhaustion related death,2002,12,"drowned, after vessel capsized in rough sea between Lampedusa (I) and Malta (Jul 2, 2002)"
unknown,unknown - supposedly exhaustion related death,2002,1,"Found the body of a young man along the border between Ceuta and Morocco, died of a strong blow to the chest after a fall (Jul 3, 2002)"
asphyxiated,drowning or exhaustion related death,2002,2,"Brindisi: suffocated in trucks where they were hidden, 2 dead (Jul 2, 2002)"
unknown,unknown - supposedly exhaustion related death,2002,12,"Sinking boat off the coast of Kos in the Dodecanese, 6 dead and 6 missing (Jun 28, 2002)"
drowned,drowning or exhaustion related death,2002,6,"reportedly drowned, boat from Turkey to Kos (GR) sank near Datca (TR) (Jun 26, 2002)"
drowned,drowning or exhaustion related death,2002,5,"drowned, the boat bringing them from Turkey to Kos (GR) sank near Datca (TR) (Jun 26, 2002)"
drowned,drowning or exhaustion related death,2002,1,"drowned, fell off overloaded rubber boat after it collided against rocks near Spain (Jun 23, 2002)"
car accident,"violent accidental death (transport, blown in minefield...)",2002,1,"died in a car accident after taxi driver tried to escape the border police (TR-GR)  (Jun 23, 2002)"
shot by the police,authorities related death,2002,2,"2 men killed by the fire of the Turkish police along the border with Iran to Aslanyazi (Jun 24, 2002)"
lack of medical care,drowning or exhaustion related death,2002,1,"died after lack of medical treatment in asylum seeker centre Vught (NL) (Jun 22, 2002)"
drowned,drowning or exhaustion related death,2002,3,"drowned, after boat capsized near Lanzarote, island part of Canary Islands (E) (Jun 18, 2002). From Del Grande's data set (translated): Shipwreck off the coast of Lanzarote, in the Canary Islands, 3 dead (Jun 20, 2002)"
shot by the police,authorities related death,2002,2,"shot by security forces when trying to enter Turkey near Aslanyazi (Jun 18, 2002)"
drowned,drowning or exhaustion related death,2002,10,"drowned, forced to swim to a ship which would have carried them from TN to I (Jun 14, 2002). From Del Grande's data set (translated): Mob Kelibia to embark towards Sicily, the smugglers moor the ship at a distance from the shore and on board admit only the first 70 reaching to swim the boat, 4 men die drowned (Jun 18, 2002)"
drowned,drowning or exhaustion related death,2002,1,"Sinking canoe in the waters of the English Channel, drowning 1 of 2 migrants bound for England (Jun 12, 2002)"
drowned,drowning or exhaustion related death,2002,2,"Found the bodies of two other men drowned on the coast of Menderes, Izmir (Jun 11, 2002)"
drowned,drowning or exhaustion related death,2002,1,"drowned, found dead on the beach of Los Carabos in Melilla (E/MA) (Jun 7, 2002)"
drowned,drowning or exhaustion related death,2002,4,"Lecce: smugglers spotted by the Guardia di Finanza, throwing 40 people overboard and stab two men who resist. 4 drowned (Jun 8, 2002)"
unknown,unknown - supposedly exhaustion related death,2002,45,"Deaths in the desert in the north west of Sudan 45 men trying to enter Libya to emigrate to Europe (Jun 2, 2002)"
hypothermia,drowning or exhaustion related death,2002,19,"Found 19 corpses, including 9 children. Died of cold walking through the border between Turkey and Iran into Europe (May 31, 2002)"
drowned,drowning or exhaustion related death,2002,5,"Found along the coast of Menderes Airport in Izmir, the bodies of drowned migrants 5 (May 31, 2002)"
unknown,unknown - supposedly exhaustion related death,2002,5,"found dead on beach of Maydanoz in Izmir province in Western Turkey (May 28, 2002)"
asphyxiated,drowning or exhaustion related death,2002,1,"died in attempt to enter Melilla (E/MA), got trapped in frontier fence and suffocated (May 25, 2002). From Del Grande's data set (translated): A minor boy dies suffocated after being trapped in the network that was climbing to get to Melilla from Morocco (May 27, 2002)"
shot by the police,authorities related death,2002,1,"Turkish Coast Guard fires on boat with 250 people on board after refusing to stop. 1 dead, 7 injured (May 23, 2002)"
car accident,"violent accidental death (transport, blown in minefield...)",2002,1,"died when lorry with 35 refugees inside turned over near Köprüköy (TR) (May 22, 2002)"
shot by the police,authorities related death,2002,1,"shot to death on a vessel near Cyprus by Turkish coast guards, on way to Italy (May 21, 2002)"
drowned,drowning or exhaustion related death,2002,8,"We found 8 bodies, including one child, drowned with a ship carrying 16 Turkish Kurds along a river on the border with Bosnia (May 20, 2002)"
frozen,"violent accidental death (transport, blown in minefield...)",2002,1,"stowaway, found dead in the wheelarch of a flight from Ghana to Great Britain. (May 15, 2002). From Del Grande's data set (translated): He died frozen to death a man hidden in the undercarriage of a plane landed at Heathrow from Ghana (May 17, 2002)"
frozen,"violent accidental death (transport, blown in minefield...)",2002,1,"stowaway found in undercarriage of plane from Accra (Ghana) at Heathrow (GB) (May 14, 2002)"
drowned,drowning or exhaustion related death,2002,11,"Kurds, drowned when boat capsized crossing river Sava between HR and BH (May 12, 2002)"
drowned,drowning or exhaustion related death,2002,1,"Kurd, drowned when boat capsized crossing river Sava between Croatia and Bosnia (May 12, 2002)"
fall,"violent accidental death (transport, blown in minefield...)",2002,1,"Found in Deuil-la-Barre the body of a man who fell from the undercarriage of a plane to Paris, where he traveled secretly (May 12, 2002)"
drowned,drowning or exhaustion related death,2002,2,"drowned, forced by smugglers to swim ashore near Tarifa (E) (May 8, 2002)"
shot,malicious intent related death / manslaughter,2002,1,"Kurd, shot death during fight between illegal immigrants in refugee camp in Calais (F) (May 5, 2002)"
drowned,drowning or exhaustion related death,2002,11,"drowned, after boat smashed into reefs near the Canary Island of Lanzarote (E) (Apr 23, 2002). From Del Grande's data set (translated): Boat collides against the rocks in Lanzarote, 11 dead (Apr 23, 2002)"
unknown,unknown - supposedly exhaustion related death,2002,25,"missing, ship carrying migrants turned over and sank north of Naxos (GR) (Apr 16, 2002)"
drowned,drowning or exhaustion related death,2002,3,"drowned, ship carrying migrants turned over and sank north of Naxos (GR) (Apr 16, 2002). From Del Grande's data set (translated): 2 dead, 7 missing in a shipwreck off the island of Naxos in the Aegean Sea. The Greek Coast Guard, since 1992, has counted 13 wrecks, 30 dead and 78 missing (Apr 17, 2002)"
shot,malicious intent related death / manslaughter,2002,1,"Kurd, shot dead during fight between illegal immigrants in refugee camp in Calais (F) (Apr 14, 2002). From Del Grande's data set (translated): A man is killed by a gunshot during a clash between migrant camp in Calais, waiting to embark secretly for Dover (Apr 15, 2002)"
frozen,"violent accidental death (transport, blown in minefield...)",2002,1,"London Heathrow Airport. Man found frozen to death in the undercarriage of a plane traveling where hidden (Apr 15, 2002)"
asphyxiated,drowning or exhaustion related death,2002,3,"Abandoned in a parking lot in Catalca, near Istanbul, the bodies of three men suffocated hidden in the truck where they traveled to Greece (Apr 14, 2002)"
frozen,"violent accidental death (transport, blown in minefield...)",2002,1,"stowaway, frozen to death in undercarriage of airplane from Uganda to London (GB) (Apr 13, 2002)"
murdered,malicious intent related death / manslaughter,2002,2,"stabbed to death in the street where he lived in Hendon area, Sunderland (GB) (Apr 8, 2002)"
hypothermia,drowning or exhaustion related death,2002,1,"frozen, trying to cross the snow covered border between Bulgaria-Northern Greece (Apr 1, 2002)"
suicide - hanged,suicide,2002,1,"suicide, hung himself in the shower of refugee centre in Schneckenstein (D) (Mar 31, 2002)"
blown in minefield,"violent accidental death (transport, blown in minefield...)",2002,1,"died in minefield near river Evros (GR) trying to cross the Turkish-Greek border (Mar 26, 2002). From Del Grande's data set (translated): Minefield in Evros, greek-turkish border. An explosion 2 dead and 1 seriously injured. They tried to enter illegally in Greece (Mar 21, 2002)"
starved,drowning or exhaustion related death,2002,5,"Rescued off the coast of Libya by the Italian tanker Sesia Valley, a group of migrant claims that 5 men died of starvation during the journey and their bodies were thrown into the sea (Mar 26, 2002)"
blown in minefield,"violent accidental death (transport, blown in minefield...)",2002,2,"died in minefield near river Evros (GR) trying to cross the Turkish-Greek border (Mar 19, 2002). From Del Grande's data set (translated): Minefield in Evros, greek-turkish border. An explosion 2 dead and 1 seriously injured. They tried to enter illegally in Greece (Mar 21, 2002)"
fall,"violent accidental death (transport, blown in minefield...)",2002,1,"stowaway, his body got caught in the axle of a lorry from Morocco to Melilla (E/MA) (Mar 14, 2002). From Del Grande's data set (translated): Found along a road in Melilla the corpse of a boy died when he fell from the truck in which he was traveling hidden from Morocco (Mar 16, 2002)"
unknown,unknown - supposedly exhaustion related death,2002,6,"Otranto: 6 bodies recovered related to the hull of a boat in distress. The boat, which had departed from Vlora, was set on fire. 23 Survivors (Mar 11, 2002)"
unknown,unknown - supposedly exhaustion related death,2002,59,"Shipwreck off the coast of Lampedusa: 12 dead, 47 missing (Mar 7, 2002)"
shot by the police,authorities related death,2002,3,"Trying to enter illegally into Turkey from the border with Syria, the Turkish police opened fire, 3 deaths (Mar 5, 2002)"
drowned,drowning or exhaustion related death,2002,1,"Recovered a body from the river Isonzo Gorizia, would have drowned after crossing the Slovenian border (Mar 2, 2002)"
lack of medical care,drowning or exhaustion related death,2002,1,"died in detention centre in Belgium because of medical neglect (Mar 1, 2002)"
drowned,drowning or exhaustion related death,2002,3,"drowned, trying to swim from Morocco to Melilla (E/MA) (Feb 19, 2002). From Del Grande's data set (translated): Recovered the bodies of three men in the waters of Melilla, a Spanish enclave in Morocco, drowned trying to swim to the city (Feb 20, 2002)"
suicide - hanged,suicide,2002,1,"suicide, found hung in Lewes Prison (GB) (Feb 19, 2002)"
crushed,"violent accidental death (transport, blown in minefield...)",2002,1,"crushed to death while trying to stowaway on board a train in Channel-tunnel, on way to GB (Feb 19, 2002). From Del Grande's data set (translated): 1 found dead along the tracks in the Channel Tunnel. According to Eurotunnel's death in 2002, 12 people swept under the trains to pass illegally Channel 7 dead in 2001 (Feb 20, 2002)"
fall,"violent accidental death (transport, blown in minefield...)",2002,1,"stowaway, fell from a train in the Channel-Tunnel between France and GB (Feb 17, 2002)"
police violence,authorities related death,2002,1,"beaten to death by border police when trying to cross the Bulgarian-Turkish border (Feb 16, 2002)"
suicide - hanged,suicide,2002,1,"suicide, hung herself because of bad conditions in asylum centre near Allbruck (D) (Feb 14, 2002)"
drowned,drowning or exhaustion related death,2002,4,"4 drowned in a shipwreck in front of the coast of Tarifa (Feb 13, 2002)"
frozen,"violent accidental death (transport, blown in minefield...)",2002,2,"stowaway, found frozen in undercarriage of plane from Ghana at Heathrow (GB) (Feb 11, 2002)"
police violence,authorities related death,2002,1,"fatally injured by border guard in Messopotamia area of Kastoria (GR-AL border) (Feb 10, 2002)"
suicide - hanged,suicide,2002,1,"suicide, found hanged in Durham prison (GB), in fear of deportation (Feb 9, 2002)"
hypothermia,drowning or exhaustion related death,2002,1,"A frozen to death along the snowy passes of the border between Bulgaria and Greece (Feb 4, 2002)"
asphyxiated,drowning or exhaustion related death,2002,2,"Asphyxiated 2 guys hiding under a truck boarded the ferry to Nador Almeria (Feb 2, 2002)"
unknown,unknown - supposedly exhaustion related death,2002,1,"Landing at Gesine, Lecce, a man dies invested by the boat that was recovering well in the (Feb 2, 2002)"
drowned,drowning or exhaustion related death,2002,1,"hit by propellor of motor boat when he jumped off the boat to swim to Italian coast (Feb 1, 2002)"
asphyxiated,drowning or exhaustion related death,2002,1,"suffocated, ate money to pay smugglers to avoid robbery at military check in Agadez(Niger) (Dec 31, 2002)"
drowned,drowning or exhaustion related death,2002,1,"drowned, found dead on beach on Symi island (GR) (Dec 31, 2002)"
drowned,drowning or exhaustion related death,2002,5,"drowned, dead bodies found on beaches on Dodecanese island Symi in Greece (Dec 31, 2002)"
drowned,drowning or exhaustion related death,2002,1,"drowned, corpse found on beach on the island Evia in Greece (Dec 31, 2002)"
suicide - other,suicide,2002,1,"Kurd, suicide in Schloß Holte-Stukenbrock (D) after rejection of asylum application (Dec 31, 2002)"
asphyxiated,drowning or exhaustion related death,2002,1,"died of cardiac arrest during deportation from Paris (F) to Buenos Aires (ARG) (Dec 29, 2002). From Del Grande's data set (translated): A fifty year old Argentinian refuses to get on the Air France flight which must be returned. The police use force and immobilize it on the seat premendogli his head on his knees, while the other passengers are boarding. The violence of the grip is that the guy dies (Dec 30, 2002)"
suicide - put on fire,suicide,2002,1,"suicide, set himself on fire at Gribskov refugee centre (DK), in fear of deportation. (Dec 27, 2002)"
asphyxiated,drowning or exhaustion related death,2002,3,"burnt at pol.st. in Malaga.Ref. started fire after 2days detention.Pol.didn t open doors (Dec 26, 2002)"
drowned,drowning or exhaustion related death,2002,7,"drowned after overcrowded boat coming from MA capsized near Tarifa (E) (Dec 25, 2002)"
drowned,drowning or exhaustion related death,2002,4,"reportedly drowned,dinghy sank off the coast of the island Chios (GR) (Dec 24, 2002)"
drowned,drowning or exhaustion related death,2002,4,"drowned, when inflatable dinghy sank off the coast of the island Chios (GR) (Dec 24, 2002). From Del Grande's data set (translated): Sinking boat off the coast of Chios, 4 dead, 5 missing (Dec 27, 2002)"
drowned,drowning or exhaustion related death,2002,2,"Kurd, drowned trying to swim ashore when boat sank near coast of Korfu (GR) (Dec 23, 2002)"
suicide - other,suicide,2002,1,"suicide, found hanged in Huddersfield (GB), wrongly told asylum claim was refused (Dec 23, 2002)"
unknown,unknown - supposedly exhaustion related death,2002,1,"Landing in Lampedusa, on board the boat died young 1 (Dec 22, 2002)"
unknown,unknown - supposedly exhaustion related death,2002,12,"Sink two boats in a stormy sea in the waters of the island Evia, 12 dead (Dec 20, 2002)"
drowned,drowning or exhaustion related death,2002,10,"reportedly drowned, when 2 vessels got gaught in a storm of the island Evia (GR) (Dec 18, 2002)"
drowned,drowning or exhaustion related death,2002,10,"drowned, 2 vessels got caught in a storm off the island Evia (GR) (Dec 18, 2002)"
unknown,unknown - supposedly exhaustion related death,2002,1,"Young man found dead with head injuries. It was discovered by the driver of the truck where he was hiding to sail towards Italy (Dec 16, 2002)"
car accident,"violent accidental death (transport, blown in minefield...)",2002,1,"found death by police under a truck at toll station of Saint-Omer (F) near Calais (Dec 15, 2002). From Del Grande's data set (translated): During a checkpoint in Calais is found the body of a man under the truck where he was hiding to accomplish England (Dec 16, 2002)"
hypothermia,drowning or exhaustion related death,2002,1,"died of exhaustion after long trek, found near Greek village at GR-TR border (Dec 12, 2002). From Del Grande's data set (translated): Found dead on the border with Turkey, in Thrace, who died of cold in a night march to cross the border (Dec 13, 2002)"
unknown,unknown - supposedly exhaustion related death,2002,1,"stowaway, found dead inside container with 10 immigrants in Algeciras (E) (Dec 8, 2002)"
drowned,drowning or exhaustion related death,2002,1,"reportedly drowned after canoe capsized on the way from France to Great Britain (Dec 5, 2002)"
fall,"violent accidental death (transport, blown in minefield...)",2002,1,"stowaway, body found in Deuil-la-Barre (F), reportedly fell from airplane wheel-bay (Dec 4, 2002)"
unknown,unknown - supposedly exhaustion related death,2002,2,"London Heathrow Airport. Found two children 12 years old and died in the undercarriage of a plane of Ghana Airways where they were hiding (Dec 5, 2002)"
suicide - other,suicide,2002,1,"suicide, in Birmingham (GB) after his asylum claim was refused (Dec 2, 2002)"
drowned,drowning or exhaustion related death,2002,4,"drowned, vessel capsized, bodies found near or on a beach near Cadiz (E) (Dec 1, 2002)"
suicide - other,suicide,2002,1,"Kurd, suicide, shot himself to death after deportation from Germany to Turkey (Dec 1, 2002)"
shot by the police,authorities related death,2002,2,"shot to death while trying to cross the border between Turkey and Iran (Nov 30, 2002)"
hypothermia,drowning or exhaustion related death,2002,8,"Expelled from the Moroccan auxiliary forces and abandoned in the desert at the border with Algeria 15 km from Oujda, 8 people die of hypothermia, among them 2 women (Dec 1, 2002)"
drowned,drowning or exhaustion related death,2002,32,"drowned, when boat sank between Western Sahara (MA) and Canarian Islands (E) (Nov 29, 2002). From Del Grande's data set (translated): Shipwreck off Laayoun, 32 bodies recovered (Dec 1, 2002)"
drowned,drowning or exhaustion related death,2002,56,"reportedly drowned, boat shipwrecked near coast of Tripoli (Libya)  going to Italy (Nov 29, 2002). From Del Grande's data set (translated): Shipwreck off the coast of Libya, 12 dead and 56 missing (Dec 1, 2002)"
drowned,drowning or exhaustion related death,2002,12,"drowned, boat shipwrecked near coast of Tripoli (Libya)  going to Italy (Nov 29, 2002)"
unknown,unknown - supposedly exhaustion related death,2002,2,"2 bodies found on the coasts of the island Arkii, in the Aegean Sea (Nov 30, 2002)"
