Year,Country / territory of asylum/residence,Origin,Population type,Value
2012,Bulgaria,Armenia,Refugees (incl. refugee-like situations),34
2012,Bulgaria,Azerbaijan,Refugees (incl. refugee-like situations),1
2012,Bulgaria,Bangladesh,Refugees (incl. refugee-like situations),11
2012,Bulgaria,Belarus,Refugees (incl. refugee-like situations),2
2012,Bulgaria,Benin,Refugees (incl. refugee-like situations),1
2012,Bulgaria,Burundi,Refugees (incl. refugee-like situations),1
2012,Bulgaria,Cameroon,Refugees (incl. refugee-like situations),1
2012,Bulgaria,Congo,Refugees (incl. refugee-like situations),6
2012,Bulgaria,Cote d'Ivoire,Refugees (incl. refugee-like situations),2
2012,Bulgaria,Cuba,Refugees (incl. refugee-like situations),5
2012,Bulgaria,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),3
2012,Bulgaria,Egypt,Refugees (incl. refugee-like situations),3
2012,Bulgaria,Eritrea,Refugees (incl. refugee-like situations),3
2012,Bulgaria,Ethiopia,Refugees (incl. refugee-like situations),9
2012,Bulgaria,Georgia,Refugees (incl. refugee-like situations),6
2012,Bulgaria,Guinea,Refugees (incl. refugee-like situations),2
2012,Bulgaria,India,Refugees (incl. refugee-like situations),1
2012,Bulgaria,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),89
2012,Bulgaria,Iraq,Refugees (incl. refugee-like situations),1359
2012,Bulgaria,Jordan,Refugees (incl. refugee-like situations),1
2012,Bulgaria,Lebanon,Refugees (incl. refugee-like situations),7
2012,Bulgaria,Liberia,Refugees (incl. refugee-like situations),3
2012,Bulgaria,Libya,Refugees (incl. refugee-like situations),1
2012,Bulgaria,Nepal,Refugees (incl. refugee-like situations),2
2012,Bulgaria,Nigeria,Refugees (incl. refugee-like situations),10
2012,Bulgaria,Pakistan,Refugees (incl. refugee-like situations),4
2012,Bulgaria,Russian Federation,Refugees (incl. refugee-like situations),9
2012,Bulgaria,Rwanda,Refugees (incl. refugee-like situations),1
2012,Bulgaria,Somalia,Refugees (incl. refugee-like situations),93
2012,Bulgaria,Sri Lanka,Refugees (incl. refugee-like situations),2
2012,Bulgaria,Stateless,Refugees (incl. refugee-like situations),83
2012,Bulgaria,Sudan,Refugees (incl. refugee-like situations),29
2012,Bulgaria,Syrian Arab Rep.,Refugees (incl. refugee-like situations),97
2012,Bulgaria,Tunisia,Refugees (incl. refugee-like situations),5
2012,Bulgaria,Turkey,Refugees (incl. refugee-like situations),23
2012,Bulgaria,Uganda,Refugees (incl. refugee-like situations),1
2012,Bulgaria,United Rep. of Tanzania,Refugees (incl. refugee-like situations),1
2012,Bulgaria,Various/Unknown,Asylum-seekers,1270
2012,Bulgaria,Zimbabwe,Refugees (incl. refugee-like situations),2
2013,Bulgaria,Afghanistan,Refugees (incl. refugee-like situations),268
2013,Bulgaria,Afghanistan,Asylum-seekers,584
2013,Bulgaria,Albania,Refugees (incl. refugee-like situations),5
2013,Bulgaria,Albania,Asylum-seekers,3
2013,Bulgaria,Algeria,Refugees (incl. refugee-like situations),1
2013,Bulgaria,Algeria,Asylum-seekers,116
2013,Bulgaria,Armenia,Refugees (incl. refugee-like situations),28
2013,Bulgaria,Armenia,Asylum-seekers,100
2013,Bulgaria,Australia,Asylum-seekers,1
2013,Bulgaria,Azerbaijan,Refugees (incl. refugee-like situations),1
2013,Bulgaria,Bangladesh,Refugees (incl. refugee-like situations),9
2013,Bulgaria,Bangladesh,Asylum-seekers,14
2013,Bulgaria,Belarus,Refugees (incl. refugee-like situations),2
2013,Bulgaria,Benin,Asylum-seekers,1
2013,Bulgaria,Burkina Faso,Asylum-seekers,3
2013,Bulgaria,Burundi,Refugees (incl. refugee-like situations),1
2013,Bulgaria,Cameroon,Asylum-seekers,34
2013,Bulgaria,Chad,Asylum-seekers,1
2013,Bulgaria,Congo,Refugees (incl. refugee-like situations),6
2013,Bulgaria,Congo,Asylum-seekers,10
2013,Bulgaria,Cote d'Ivoire,Refugees (incl. refugee-like situations),3
2013,Bulgaria,Cote d'Ivoire,Asylum-seekers,45
2013,Bulgaria,Cuba,Refugees (incl. refugee-like situations),5
2013,Bulgaria,Cuba,Asylum-seekers,2
2013,Bulgaria,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),2
2013,Bulgaria,Dem. Rep. of the Congo,Asylum-seekers,19
2013,Bulgaria,Dominican Rep.,Asylum-seekers,2
2013,Bulgaria,Egypt,Refugees (incl. refugee-like situations),15
2013,Bulgaria,Egypt,Asylum-seekers,6
2013,Bulgaria,Eritrea,Refugees (incl. refugee-like situations),4
2013,Bulgaria,Eritrea,Asylum-seekers,16
2013,Bulgaria,Ethiopia,Refugees (incl. refugee-like situations),7
2013,Bulgaria,Ethiopia,Asylum-seekers,7
2013,Bulgaria,Gambia,Asylum-seekers,3
2013,Bulgaria,Georgia,Refugees (incl. refugee-like situations),6
2013,Bulgaria,Georgia,Asylum-seekers,6
2013,Bulgaria,Ghana,Asylum-seekers,57
2013,Bulgaria,Guinea,Refugees (incl. refugee-like situations),1
2013,Bulgaria,Guinea,Asylum-seekers,5
2013,Bulgaria,India,Refugees (incl. refugee-like situations),2
2013,Bulgaria,India,Asylum-seekers,43
2013,Bulgaria,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),70
2013,Bulgaria,Iran (Islamic Rep. of),Asylum-seekers,70
2013,Bulgaria,Iraq,Refugees (incl. refugee-like situations),1200
2013,Bulgaria,Iraq,Asylum-seekers,239
2013,Bulgaria,Israel,Asylum-seekers,1
2013,Bulgaria,Jordan,Refugees (incl. refugee-like situations),3
2013,Bulgaria,Jordan,Asylum-seekers,1
2013,Bulgaria,Kyrgyzstan,Asylum-seekers,1
2013,Bulgaria,Lebanon,Refugees (incl. refugee-like situations),12
2013,Bulgaria,Lebanon,Asylum-seekers,13
2013,Bulgaria,Liberia,Refugees (incl. refugee-like situations),1
2013,Bulgaria,Liberia,Asylum-seekers,2
2013,Bulgaria,Libya,Refugees (incl. refugee-like situations),1
2013,Bulgaria,Libya,Asylum-seekers,2
2013,Bulgaria,Mali,Refugees (incl. refugee-like situations),1
2013,Bulgaria,Mali,Asylum-seekers,97
2013,Bulgaria,Mauritania,Asylum-seekers,4
2013,Bulgaria,Mongolia,Asylum-seekers,2
2013,Bulgaria,Morocco,Asylum-seekers,40
2013,Bulgaria,Myanmar,Asylum-seekers,5
2013,Bulgaria,Nepal,Refugees (incl. refugee-like situations),2
2013,Bulgaria,Niger,Asylum-seekers,2
2013,Bulgaria,Nigeria,Refugees (incl. refugee-like situations),8
2013,Bulgaria,Nigeria,Asylum-seekers,17
2013,Bulgaria,Pakistan,Refugees (incl. refugee-like situations),4
2013,Bulgaria,Pakistan,Asylum-seekers,34
2013,Bulgaria,Rep. of Moldova,Asylum-seekers,5
2013,Bulgaria,Russian Federation,Refugees (incl. refugee-like situations),3
2013,Bulgaria,Russian Federation,Asylum-seekers,15
2013,Bulgaria,Rwanda,Refugees (incl. refugee-like situations),1
2013,Bulgaria,Rwanda,Asylum-seekers,13
2013,Bulgaria,Senegal,Asylum-seekers,4
2013,Bulgaria,Serbia and Kosovo (S/RES/1244 (1999)),Asylum-seekers,4
2013,Bulgaria,Sierra Leone,Asylum-seekers,3
2013,Bulgaria,Somalia,Refugees (incl. refugee-like situations),86
2013,Bulgaria,Somalia,Asylum-seekers,65
2013,Bulgaria,South Africa,Asylum-seekers,1
2013,Bulgaria,Sri Lanka,Refugees (incl. refugee-like situations),2
2013,Bulgaria,Sri Lanka,Asylum-seekers,1
2013,Bulgaria,Stateless,Refugees (incl. refugee-like situations),404
2013,Bulgaria,Stateless,Asylum-seekers,261
2013,Bulgaria,Sudan,Refugees (incl. refugee-like situations),24
2013,Bulgaria,Sudan,Asylum-seekers,26
2013,Bulgaria,Syrian Arab Rep.,Refugees (incl. refugee-like situations),2104
2013,Bulgaria,Syrian Arab Rep.,Asylum-seekers,2500
2013,Bulgaria,The former Yugoslav Republic of Macedonia,Asylum-seekers,2
2013,Bulgaria,Togo,Asylum-seekers,9
2013,Bulgaria,Tunisia,Refugees (incl. refugee-like situations),5
2013,Bulgaria,Tunisia,Asylum-seekers,23
2013,Bulgaria,Turkey,Refugees (incl. refugee-like situations),18
2013,Bulgaria,Turkey,Asylum-seekers,10
2013,Bulgaria,Turkmenistan,Asylum-seekers,1
2013,Bulgaria,Uganda,Refugees (incl. refugee-like situations),1
2013,Bulgaria,Uganda,Asylum-seekers,2
2013,Bulgaria,United Arab Emirates,Refugees (incl. refugee-like situations),1
2013,Bulgaria,United Rep. of Tanzania,Refugees (incl. refugee-like situations),1
2013,Bulgaria,Uzbekistan,Asylum-seekers,2
2013,Bulgaria,Viet Nam,Asylum-seekers,2
2013,Bulgaria,Western Sahara,Asylum-seekers,1
2013,Bulgaria,Yemen,Asylum-seekers,2
2013,Bulgaria,Zimbabwe,Refugees (incl. refugee-like situations),2
2014,Bulgaria,Afghanistan,Refugees (incl. refugee-like situations),212
2014,Bulgaria,Afghanistan,Asylum-seekers,2633
2014,Bulgaria,Algeria,Refugees (incl. refugee-like situations),1
2014,Bulgaria,Algeria,Asylum-seekers,100
2014,Bulgaria,Armenia,Refugees (incl. refugee-like situations),25
2014,Bulgaria,Armenia,Asylum-seekers,20
2014,Bulgaria,Azerbaijan,Refugees (incl. refugee-like situations),1
2014,Bulgaria,Azerbaijan,Asylum-seekers,5
2014,Bulgaria,Bangladesh,Refugees (incl. refugee-like situations),8
2014,Bulgaria,Bangladesh,Asylum-seekers,9
2014,Bulgaria,Belarus,Refugees (incl. refugee-like situations),1
2014,Bulgaria,Bosnia and Herzegovina,Asylum-seekers,1
2014,Bulgaria,Burkina Faso,Asylum-seekers,2
2014,Bulgaria,Burundi,Refugees (incl. refugee-like situations),1
2014,Bulgaria,Cameroon,Asylum-seekers,34
2014,Bulgaria,Central African Rep.,Asylum-seekers,4
2014,Bulgaria,Comoros,Asylum-seekers,1
2014,Bulgaria,Congo,Refugees (incl. refugee-like situations),7
2014,Bulgaria,Congo,Asylum-seekers,11
2014,Bulgaria,Cote d'Ivoire,Refugees (incl. refugee-like situations),4
2014,Bulgaria,Cote d'Ivoire,Asylum-seekers,54
2014,Bulgaria,Cuba,Refugees (incl. refugee-like situations),2
2014,Bulgaria,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),2
2014,Bulgaria,Dem. Rep. of the Congo,Asylum-seekers,12
2014,Bulgaria,Dominican Rep.,Asylum-seekers,1
2014,Bulgaria,Egypt,Refugees (incl. refugee-like situations),14
2014,Bulgaria,Egypt,Asylum-seekers,5
2014,Bulgaria,Eritrea,Refugees (incl. refugee-like situations),5
2014,Bulgaria,Eritrea,Asylum-seekers,16
2014,Bulgaria,Ethiopia,Refugees (incl. refugee-like situations),12
2014,Bulgaria,Ethiopia,Asylum-seekers,1
2014,Bulgaria,Gabon,Asylum-seekers,2
2014,Bulgaria,Gambia,Asylum-seekers,13
2014,Bulgaria,Georgia,Refugees (incl. refugee-like situations),4
2014,Bulgaria,Georgia,Asylum-seekers,2
2014,Bulgaria,Ghana,Asylum-seekers,52
2014,Bulgaria,Guinea,Refugees (incl. refugee-like situations),1
2014,Bulgaria,Guinea,Asylum-seekers,5
2014,Bulgaria,India,Refugees (incl. refugee-like situations),2
2014,Bulgaria,India,Asylum-seekers,4
2014,Bulgaria,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),73
2014,Bulgaria,Iran (Islamic Rep. of),Asylum-seekers,126
2014,Bulgaria,Iraq,Refugees (incl. refugee-like situations),1207
2014,Bulgaria,Iraq,Asylum-seekers,567
2014,Bulgaria,Iraq,Returned refugees,31
2014,Bulgaria,Jordan,Refugees (incl. refugee-like situations),6
2014,Bulgaria,Jordan,Asylum-seekers,3
2014,Bulgaria,Kuwait,Asylum-seekers,1
2014,Bulgaria,Lebanon,Refugees (incl. refugee-like situations),17
2014,Bulgaria,Lebanon,Asylum-seekers,16
2014,Bulgaria,Liberia,Asylum-seekers,6
2014,Bulgaria,Libya,Refugees (incl. refugee-like situations),1
2014,Bulgaria,Libya,Asylum-seekers,3
2014,Bulgaria,Mali,Refugees (incl. refugee-like situations),3
2014,Bulgaria,Mali,Asylum-seekers,68
2014,Bulgaria,Mauritania,Asylum-seekers,1
2014,Bulgaria,Morocco,Refugees (incl. refugee-like situations),1
2014,Bulgaria,Morocco,Asylum-seekers,26
2014,Bulgaria,Myanmar,Asylum-seekers,9
2014,Bulgaria,Nepal,Refugees (incl. refugee-like situations),2
2014,Bulgaria,Nepal,Asylum-seekers,2
2014,Bulgaria,Niger,Asylum-seekers,2
2014,Bulgaria,Nigeria,Asylum-seekers,12
2014,Bulgaria,Pakistan,Refugees (incl. refugee-like situations),6
2014,Bulgaria,Pakistan,Asylum-seekers,161
2014,Bulgaria,Palestinian,Refugees (incl. refugee-like situations),1
2014,Bulgaria,Palestinian,Asylum-seekers,1
2014,Bulgaria,Russian Federation,Asylum-seekers,5
2014,Bulgaria,Rwanda,Refugees (incl. refugee-like situations),1
2014,Bulgaria,Rwanda,Asylum-seekers,19
2014,Bulgaria,Senegal,Asylum-seekers,8
2014,Bulgaria,Serbia and Kosovo (S/RES/1244 (1999)),Refugees (incl. refugee-like situations),1
2014,Bulgaria,Sierra Leone,Asylum-seekers,7
2014,Bulgaria,Singapore,Asylum-seekers,1
2014,Bulgaria,Somalia,Refugees (incl. refugee-like situations),56
2014,Bulgaria,Somalia,Asylum-seekers,31
2014,Bulgaria,Sri Lanka,Refugees (incl. refugee-like situations),2
2014,Bulgaria,Sri Lanka,Asylum-seekers,4
2014,Bulgaria,Stateless,Refugees (incl. refugee-like situations),821
2014,Bulgaria,Stateless,Asylum-seekers,92
2014,Bulgaria,Stateless,Stateless persons,67
2014,Bulgaria,Sudan,Refugees (incl. refugee-like situations),20
2014,Bulgaria,Sudan,Asylum-seekers,25
2014,Bulgaria,Syrian Arab Rep.,Refugees (incl. refugee-like situations),8501
2014,Bulgaria,Syrian Arab Rep.,Asylum-seekers,2510
2014,Bulgaria,Togo,Asylum-seekers,3
2014,Bulgaria,Tunisia,Refugees (incl. refugee-like situations),3
2014,Bulgaria,Tunisia,Asylum-seekers,6
2014,Bulgaria,Turkey,Refugees (incl. refugee-like situations),16
2014,Bulgaria,Turkey,Asylum-seekers,6
2014,Bulgaria,Uganda,Refugees (incl. refugee-like situations),1
2014,Bulgaria,Uganda,Asylum-seekers,2
2014,Bulgaria,Ukraine,Asylum-seekers,36
2014,Bulgaria,United Arab Emirates,Refugees (incl. refugee-like situations),1
2014,Bulgaria,United Rep. of Tanzania,Refugees (incl. refugee-like situations),2
2014,Bulgaria,United Rep. of Tanzania,Asylum-seekers,2
2014,Bulgaria,Uzbekistan,Asylum-seekers,1
2014,Bulgaria,Yemen,Asylum-seekers,2
2014,Bulgaria,Zambia,Refugees (incl. refugee-like situations),1
2014,Bulgaria,Zimbabwe,Refugees (incl. refugee-like situations),1
2015,Bulgaria,Afghanistan,Refugees (incl. refugee-like situations),197
2015,Bulgaria,Afghanistan,Asylum-seekers,3241
2015,Bulgaria,Algeria,Refugees (incl. refugee-like situations),2
2015,Bulgaria,Algeria,Asylum-seekers,35
2015,Bulgaria,Armenia,Refugees (incl. refugee-like situations),25
2015,Bulgaria,Armenia,Asylum-seekers,24
2015,Bulgaria,Azerbaijan,Refugees (incl. refugee-like situations),1
2015,Bulgaria,Azerbaijan,Asylum-seekers,5
2015,Bulgaria,Bangladesh,Refugees (incl. refugee-like situations),7
2015,Bulgaria,Bangladesh,Asylum-seekers,41
2015,Bulgaria,Belarus,Refugees (incl. refugee-like situations),1
2015,Bulgaria,Bosnia and Herzegovina,Asylum-seekers,2
2015,Bulgaria,Burundi,Refugees (incl. refugee-like situations),1
2015,Bulgaria,Cameroon,Asylum-seekers,18
2015,Bulgaria,Central African Rep.,Asylum-seekers,2
2015,Bulgaria,Congo,Refugees (incl. refugee-like situations),7
2015,Bulgaria,Congo,Asylum-seekers,6
2015,Bulgaria,Cote d'Ivoire,Refugees (incl. refugee-like situations),4
2015,Bulgaria,Cote d'Ivoire,Asylum-seekers,19
2015,Bulgaria,Cuba,Refugees (incl. refugee-like situations),1
2015,Bulgaria,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),2
2015,Bulgaria,Dem. Rep. of the Congo,Asylum-seekers,5
2015,Bulgaria,Dominican Rep.,Asylum-seekers,1
2015,Bulgaria,Egypt,Refugees (incl. refugee-like situations),8
2015,Bulgaria,Egypt,Asylum-seekers,7
2015,Bulgaria,Eritrea,Refugees (incl. refugee-like situations),5
2015,Bulgaria,Eritrea,Asylum-seekers,6
2015,Bulgaria,Ethiopia,Refugees (incl. refugee-like situations),12
2015,Bulgaria,Gambia,Refugees (incl. refugee-like situations),1
2015,Bulgaria,Gambia,Asylum-seekers,6
2015,Bulgaria,Georgia,Refugees (incl. refugee-like situations),3
2015,Bulgaria,Georgia,Asylum-seekers,5
2015,Bulgaria,Ghana,Asylum-seekers,28
2015,Bulgaria,Guinea,Refugees (incl. refugee-like situations),1
2015,Bulgaria,Guinea,Asylum-seekers,4
2015,Bulgaria,India,Refugees (incl. refugee-like situations),4
2015,Bulgaria,India,Asylum-seekers,24
2015,Bulgaria,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),72
2015,Bulgaria,Iran (Islamic Rep. of),Asylum-seekers,132
2015,Bulgaria,Iraq,Refugees (incl. refugee-like situations),1339
2015,Bulgaria,Iraq,Asylum-seekers,3511
2015,Bulgaria,Iraq,Returned refugees,11
2015,Bulgaria,Jordan,Refugees (incl. refugee-like situations),7
2015,Bulgaria,Jordan,Asylum-seekers,1
2015,Bulgaria,Lebanon,Refugees (incl. refugee-like situations),18
2015,Bulgaria,Lebanon,Asylum-seekers,23
2015,Bulgaria,Liberia,Asylum-seekers,3
2015,Bulgaria,Libya,Refugees (incl. refugee-like situations),1
2015,Bulgaria,Libya,Asylum-seekers,6
2015,Bulgaria,Mali,Refugees (incl. refugee-like situations),3
2015,Bulgaria,Mali,Asylum-seekers,37
2015,Bulgaria,Mauritania,Asylum-seekers,1
2015,Bulgaria,Morocco,Refugees (incl. refugee-like situations),2
2015,Bulgaria,Morocco,Asylum-seekers,13
2015,Bulgaria,Mozambique,Asylum-seekers,1
2015,Bulgaria,Myanmar,Asylum-seekers,19
2015,Bulgaria,Nepal,Asylum-seekers,2
2015,Bulgaria,Nigeria,Asylum-seekers,15
2015,Bulgaria,Pakistan,Refugees (incl. refugee-like situations),7
2015,Bulgaria,Pakistan,Asylum-seekers,349
2015,Bulgaria,Palestinian,Refugees (incl. refugee-like situations),1
2015,Bulgaria,Palestinian,Asylum-seekers,1
2015,Bulgaria,Philippines,Asylum-seekers,1
2015,Bulgaria,Russian Federation,Asylum-seekers,12
2015,Bulgaria,Rwanda,Refugees (incl. refugee-like situations),1
2015,Bulgaria,Rwanda,Asylum-seekers,6
2015,Bulgaria,Senegal,Asylum-seekers,4
2015,Bulgaria,Serbia and Kosovo (S/RES/1244 (1999)),Refugees (incl. refugee-like situations),1
2015,Bulgaria,Sierra Leone,Asylum-seekers,2
2015,Bulgaria,Singapore,Refugees (incl. refugee-like situations),1
2015,Bulgaria,Somalia,Refugees (incl. refugee-like situations),46
2015,Bulgaria,Somalia,Asylum-seekers,17
2015,Bulgaria,Sri Lanka,Refugees (incl. refugee-like situations),2
2015,Bulgaria,Sri Lanka,Asylum-seekers,7
2015,Bulgaria,Stateless,Refugees (incl. refugee-like situations),913
2015,Bulgaria,Stateless,Asylum-seekers,71
2015,Bulgaria,Stateless,Stateless persons,67
2015,Bulgaria,Sudan,Refugees (incl. refugee-like situations),20
2015,Bulgaria,Sudan,Asylum-seekers,9
2015,Bulgaria,Syrian Arab Rep.,Refugees (incl. refugee-like situations),13819
2015,Bulgaria,Syrian Arab Rep.,Asylum-seekers,1683
2015,Bulgaria,Tunisia,Refugees (incl. refugee-like situations),3
2015,Bulgaria,Tunisia,Asylum-seekers,8
2015,Bulgaria,Turkey,Refugees (incl. refugee-like situations),11
2015,Bulgaria,Turkey,Asylum-seekers,3
2015,Bulgaria,Uganda,Refugees (incl. refugee-like situations),1
2015,Bulgaria,Uganda,Asylum-seekers,2
2015,Bulgaria,Ukraine,Refugees (incl. refugee-like situations),1
2015,Bulgaria,Ukraine,Asylum-seekers,75
2015,Bulgaria,United Arab Emirates,Refugees (incl. refugee-like situations),1
2015,Bulgaria,United Rep. of Tanzania,Refugees (incl. refugee-like situations),3
2015,Bulgaria,United Rep. of Tanzania,Asylum-seekers,3
2015,Bulgaria,Uruguay,Asylum-seekers,1
2015,Bulgaria,Uzbekistan,Asylum-seekers,1
2015,Bulgaria,Yemen,Asylum-seekers,1
2015,Bulgaria,Zambia,Refugees (incl. refugee-like situations),1
2015,Bulgaria,Zimbabwe,Refugees (incl. refugee-like situations),1
2016,Bulgaria,Afghanistan,Refugees (incl. refugee-like situations),170
2016,Bulgaria,Afghanistan,Asylum-seekers,7636
2016,Bulgaria,Algeria,Refugees (incl. refugee-like situations),2
2016,Bulgaria,Algeria,Asylum-seekers,33
2016,Bulgaria,Armenia,Refugees (incl. refugee-like situations),18
2016,Bulgaria,Armenia,Asylum-seekers,14
2016,Bulgaria,Azerbaijan,Refugees (incl. refugee-like situations),1
2016,Bulgaria,Azerbaijan,Asylum-seekers,4
2016,Bulgaria,Bangladesh,Refugees (incl. refugee-like situations),8
2016,Bulgaria,Bangladesh,Asylum-seekers,24
2016,Bulgaria,Belarus,Refugees (incl. refugee-like situations),1
2016,Bulgaria,Bosnia and Herzegovina,Asylum-seekers,3
2016,Bulgaria,Burkina Faso,Asylum-seekers,2
2016,Bulgaria,Burundi,Refugees (incl. refugee-like situations),1
2016,Bulgaria,Cameroon,Asylum-seekers,9
2016,Bulgaria,China,Asylum-seekers,13
2016,Bulgaria,Congo,Refugees (incl. refugee-like situations),7
2016,Bulgaria,Congo,Asylum-seekers,5
2016,Bulgaria,Cote d'Ivoire,Refugees (incl. refugee-like situations),3
2016,Bulgaria,Cote d'Ivoire,Asylum-seekers,9
2016,Bulgaria,Cuba,Refugees (incl. refugee-like situations),1
2016,Bulgaria,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),2
2016,Bulgaria,Dem. Rep. of the Congo,Asylum-seekers,6
2016,Bulgaria,Egypt,Refugees (incl. refugee-like situations),8
2016,Bulgaria,Egypt,Asylum-seekers,6
2016,Bulgaria,Eritrea,Refugees (incl. refugee-like situations),5
2016,Bulgaria,Eritrea,Asylum-seekers,2
2016,Bulgaria,Ethiopia,Refugees (incl. refugee-like situations),13
2016,Bulgaria,Gabon,Asylum-seekers,1
2016,Bulgaria,Gambia,Refugees (incl. refugee-like situations),1
2016,Bulgaria,Gambia,Asylum-seekers,3
2016,Bulgaria,Georgia,Refugees (incl. refugee-like situations),2
2016,Bulgaria,Georgia,Asylum-seekers,3
2016,Bulgaria,Ghana,Asylum-seekers,14
2016,Bulgaria,Guinea,Refugees (incl. refugee-like situations),1
2016,Bulgaria,Guinea,Asylum-seekers,2
2016,Bulgaria,India,Refugees (incl. refugee-like situations),4
2016,Bulgaria,India,Asylum-seekers,4
2016,Bulgaria,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),68
2016,Bulgaria,Iran (Islamic Rep. of),Asylum-seekers,417
2016,Bulgaria,Iraq,Refugees (incl. refugee-like situations),1385
2016,Bulgaria,Iraq,Asylum-seekers,4092
2016,Bulgaria,Jordan,Refugees (incl. refugee-like situations),7
2016,Bulgaria,Jordan,Asylum-seekers,2
2016,Bulgaria,Kyrgyzstan,Asylum-seekers,6
2016,Bulgaria,Lebanon,Refugees (incl. refugee-like situations),25
2016,Bulgaria,Lebanon,Asylum-seekers,11
2016,Bulgaria,Liberia,Asylum-seekers,3
2016,Bulgaria,Libya,Refugees (incl. refugee-like situations),1
2016,Bulgaria,Libya,Asylum-seekers,4
2016,Bulgaria,Mali,Refugees (incl. refugee-like situations),3
2016,Bulgaria,Mali,Asylum-seekers,10
2016,Bulgaria,Mauritania,Asylum-seekers,1
2016,Bulgaria,Morocco,Refugees (incl. refugee-like situations),2
2016,Bulgaria,Morocco,Asylum-seekers,11
2016,Bulgaria,Myanmar,Asylum-seekers,5
2016,Bulgaria,Nepal,Asylum-seekers,11
2016,Bulgaria,Nigeria,Asylum-seekers,10
2016,Bulgaria,Pakistan,Refugees (incl. refugee-like situations),8
2016,Bulgaria,Pakistan,Asylum-seekers,1458
2016,Bulgaria,Palestinian,Refugees (incl. refugee-like situations),1
2016,Bulgaria,Palestinian,Asylum-seekers,2
2016,Bulgaria,Russian Federation,Asylum-seekers,23
2016,Bulgaria,Rwanda,Refugees (incl. refugee-like situations),1
2016,Bulgaria,Rwanda,Asylum-seekers,4
2016,Bulgaria,Serbia and Kosovo (S/RES/1244 (1999)),Refugees (incl. refugee-like situations),1
2016,Bulgaria,Singapore,Refugees (incl. refugee-like situations),1
2016,Bulgaria,Singapore,Asylum-seekers,1
2016,Bulgaria,Somalia,Refugees (incl. refugee-like situations),49
2016,Bulgaria,Somalia,Asylum-seekers,2
2016,Bulgaria,Sri Lanka,Refugees (incl. refugee-like situations),2
2016,Bulgaria,Sri Lanka,Asylum-seekers,43
2016,Bulgaria,Stateless,Refugees (incl. refugee-like situations),934
2016,Bulgaria,Stateless,Asylum-seekers,69
2016,Bulgaria,Stateless,Stateless persons,67
2016,Bulgaria,Sudan,Refugees (incl. refugee-like situations),19
2016,Bulgaria,Sudan,Asylum-seekers,4
2016,Bulgaria,Syrian Arab Rep.,Refugees (incl. refugee-like situations),15027
2016,Bulgaria,Syrian Arab Rep.,Asylum-seekers,1961
2016,Bulgaria,Tunisia,Refugees (incl. refugee-like situations),2
2016,Bulgaria,Tunisia,Asylum-seekers,6
2016,Bulgaria,Turkey,Refugees (incl. refugee-like situations),13
2016,Bulgaria,Turkey,Asylum-seekers,10
2016,Bulgaria,Turkmenistan,Asylum-seekers,1
2016,Bulgaria,Uganda,Refugees (incl. refugee-like situations),1
2016,Bulgaria,Ukraine,Refugees (incl. refugee-like situations),1
2016,Bulgaria,Ukraine,Asylum-seekers,78
2016,Bulgaria,United Arab Emirates,Refugees (incl. refugee-like situations),1
2016,Bulgaria,United Rep. of Tanzania,Refugees (incl. refugee-like situations),3
2016,Bulgaria,United Rep. of Tanzania,Asylum-seekers,1
2016,Bulgaria,Uruguay,Asylum-seekers,1
2016,Bulgaria,Yemen,Refugees (incl. refugee-like situations),10
2016,Bulgaria,Yemen,Asylum-seekers,2
2016,Bulgaria,Zambia,Refugees (incl. refugee-like situations),1
2017,Bulgaria,Afghanistan,Refugees (incl. refugee-like situations),169
2017,Bulgaria,Afghanistan,Asylum-seekers,752
2017,Bulgaria,Algeria,Refugees (incl. refugee-like situations),NaN
2017,Bulgaria,Algeria,Asylum-seekers,23
2017,Bulgaria,Armenia,Refugees (incl. refugee-like situations),15
2017,Bulgaria,Armenia,Asylum-seekers,13
2017,Bulgaria,Azerbaijan,Asylum-seekers,NaN
2017,Bulgaria,Bangladesh,Refugees (incl. refugee-like situations),8
2017,Bulgaria,Bangladesh,Asylum-seekers,18
2017,Bulgaria,Belarus,Asylum-seekers,NaN
2017,Bulgaria,Burkina Faso,Asylum-seekers,NaN
2017,Bulgaria,Burundi,Refugees (incl. refugee-like situations),NaN
2017,Bulgaria,Cameroon,Asylum-seekers,NaN
2017,Bulgaria,China,Asylum-seekers,15
2017,Bulgaria,Congo,Refugees (incl. refugee-like situations),8
2017,Bulgaria,Cote d'Ivoire,Refugees (incl. refugee-like situations),4
2017,Bulgaria,Cote d'Ivoire,Asylum-seekers,NaN
2017,Bulgaria,Cuba,Refugees (incl. refugee-like situations),NaN
2017,Bulgaria,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),NaN
